App No.	Attorney	Case Ref	Client	Applicant name	Status
1-2022-06676	Nguyễn Thị Thanh Hoài	IP/PR12183	Spruson & Ferguson (Asia) Pte Ltd	MERCK SHARP & DOHME LLC	Registered
1-2022-06792	Nguyễn Thùy Dương	IP/PR12182	JAMES & WELLS	Technological Resources Pty. Limited	Abandoned
1-2022-06058	Lã Thị Bích Ngọc	IP/PR12181/DV	SHOOK, HARDY & BACON, LLP	NIKE INNOVATE C.V.	Abandoned
1-2022-06093	Nguyễn Hoàng Anh	IP/PR12180	Spruson & Ferguson (Asia) Pte Ltd	AQUA TRU LLC	Registered
1-2022-06566	Nguyễn Hậu Sinh	IP/PR12179	NV BEKAERT SA	"NV BEKAERT SA
 CCL STRESSING INTERNATIONAL LTD"	Abandoned
1-2022-06675	Lê Nguyệt Hạ Phượng	IP/PR12178	Yusarn Audrey LLC	ZEALAND PHARMA A/S	Allowed
1-2022-06267	Nguyễn Vũ Nam	IP/PR12177/DV4	Katzarov SA	SPRAYING SYSTEMS CO.	Registered
1-2022-06265	Nguyễn Vũ Nam	IP/PR12176/DV3	Katzarov SA	SPRAYING SYSTEMS CO.	Registered
1-2022-06264	Nguyễn Vũ Nam	IP/PR12175/DV2	Katzarov SA	SPRAYING SYSTEMS CO.	Registered
1-2022-06266	Nguyễn Vũ Nam	IP/PR12174/DV1	Katzarov SA	SPRAYING SYSTEMS CO.	Registered
1-2022-06709	Lê Trung Hiếu	IP/PR12173	Goldberg Cohen LLP	JEM ACCESSORIES INC.	Examined
1-2022-06472	Nguyễn Ngọc Hà My	IP/PR12172	Yuasa and Hara	SUNTORY HOLDINGS LIMITED	Registered
1-2022-05961	Trần Thị Thanh Giang	IP/PR12171	King & Wood	Techtronic Cordless GP 	Requested
1-2022-05963	Ngô Thu Hà	IP/PR12170	Deacons (HK)	Techtronic Cordless GP 	Registered
1-2022-06824	Nguyễn Hậu Sinh	IP/PR12169	Bugnion S.p.A. – Intellectual Property	THISCAP, INC	Registered
1-2022-07001	Lê Quang Hải	IP/PR12168	China Science Patent & Trademark Agent Ltd.	PANASONIC ECOLOGY SYSTEMS GUANGDONG CO., LTD. 	Registered
1-2022-06565	Nguyễn Ngọc Hà My	IP/PR12167	MUHANN Patent & Law Firm	BN Co., Ltd.	Registered
1-2022-06958	Lê Thị Hồng	IP/PR12166	MAEDA & PARTNERS	DAIKIN INDUSTRIES, LTD.	Registered
1-2022-05991	Nguyễn Vũ Nam	IP/PR12165	Spruson & Ferguson (Asia) Pte Ltd	SENJU METAL INDUSTRY CO., LTD. 	Examined
1-2022-06473	Trần Thị Thanh Giang	IP/PR12164	North America Intellectual Property Corporation	InnoLux Corporation	Requested
1-2022-06599	Phạm Thị Cúc - IP	IP/PR12163	Manmin IP & Law Firm	WIG KOREA CO., LTD.	Registered
1-2022-06094	Nguyễn Ngọc Hà My	IP/PR12162	Spruson & Ferguson (Asia) Pte Ltd	HEINEKEN SUPPLY CHAIN B.V.	Registered
1-2022-06677	Ngô Thu Hà	IP/PR12161	Lakshmi Kumaran & Sridharan	SEA6 ENERGY PVT. LTD. 	Examined
1-2022-05874	Phạm Hiếu Thắng	IP/PR12160	DCC Advanz Malaysia Sdn Bhd	ASHLEY FURNITURE INDUSTRIES, LLC	Registered
1-2022-06309	Nguyễn Vũ Nam	IP/PR12159	Y.P. Lee, Mock & Partners	ILYA CS CORPORATION	Registered
1-2022-06429	Nguyễn Ngọc Hà My	IP/PR12158	Spruson & Ferguson (Asia) Pte Ltd	TOPSOE A/S 	Abandoned
1-2022-05825	Phạm Thị Cúc - IP	IP/PR12157	NOKIA TECHNOLOGIES OY	NOKIA SOLUTIONS AND NETWORKS OY	Abandoned
1-2022-06442	Nguyễn Hậu Sinh	IP/PR12156	Spruson & Ferguson (Asia) Pte Ltd	CUE BIOPHARMA, INC.	Registered
1-2022-06025	Nguyễn Vũ Nam	IP/PR12155	InvenSync Intellectual Property Group	GigaLane Co.,Ltd.	Examined
1-2022-07731	Trần Thị Thanh Giang	IP/PR12154	SHIN & KIM LLC	Samsung Display Co., Ltd.	Examined
1-2022-07801	Nguyễn Ngọc Hà My	IP/PR12153	F. Hoffmann-La Roche AG	F. HOFFMANN-LA ROCHE AG	Abandoned
1-2022-06640	Trần Thị Hà	IP/PR12152	HANGANG IP Law Firm	INNOVATIVE TECHNOLOGY LAB CO., LTD.	Allowed
1-2022-06352	Nguyễn Thu Trang	IP/PR12151	Yuasa and Hara	SUNTORY HOLDINGS LIMITED	Examined
1-2022-06342	Nguyễn Thu Trang	IP/PR12150	Yuasa and Hara	SUNTORY HOLDINGS LIMITED	Registered
1-2022-06822	Lê Quang Hải	IP/PR12149	Michalski · Hüttermann & Partner Patentanwälte mbB	AKZENTA PANEELE + PROFILE GMBH	Registered
1-2022-06344	Lê Nguyệt Hạ Phượng	IP/PR12148	HUAWEI TECHNOLOGIES CO., LTD.	HUAWEI TECHNOLOGIES CO., LTD. 	Registered
1-2022-05966	Lã Quỳnh Nga	IP/PR12147	PCR Intellectual Property Law Firm	CJ CHEILJEDANG CORPORATION	Registered
1-2022-05962	Lã Quỳnh Nga	IP/PR12146	PCR Intellectual Property Law Firm	CJ CHEILJEDANG CORPORATION	Registered
1-2022-05960	Lã Quỳnh Nga	IP/PR12145	PCR Intellectual Property Law Firm	CJ CHEILJEDANG CORPORATION	Registered
1-2022-06880	Nguyễn Hoàng Anh	IP/PR12144	Michalski · Hüttermann & Partner Patentanwälte mbB	AKZENTA PANEELE + PROFILE GMBH	Registered
1-2022-08181	Nguyễn Thị Thanh Hoài	IP/PR12143	F. Hoffmann - La Roche AG	F. HOFFMANN-LA ROCHE AG	Abandoned
1-2022-05666	Lê Trung Hiếu	IP/PR12142	Spruson & Ferguson (Asia) Pte Ltd	GLOBALFORCE IP LIMITED	Abandoned
1-2022-07767	Phạm Hiếu Thắng	IP/PR12141	NGB Corporation	NIPPON ELECTRIC GLASS CO., LTD.	Examined
1-2022-06598	Trần Thị Thanh Giang	IP/PR12140	Yusarn Audrey LLC	"ENVISION DIGITAL INTERNATIONAL PTE. LTD. 
 SHANGHAI ENVISION DIGITAL CO., LTD. "	Allowed
1-2022-06146	Lê Thị Hồng	IP/PR12139	21st Century Patent & Law Firm	Samsung Display Co., Ltd.	Requested
1-2022-07112	Nguyễn Vũ Nam	IP/PR12138	Velement IP Ltd.	LIGHT TEXTILE INC.	Abandoned
1-2022-05965	Lê Trung Hiếu	IP/PR12137	PCR Intellectual Property Law Firm	CJ CHEILJEDANG CORPORATION	Registered
1-2022-05964	Lê Trung Hiếu	IP/PR12136	PCR Intellectual Property Law Firm	CJ CHEILJEDANG CORPORATION	Registered
1-2022-05917	Lê Trung Hiếu	IP/PR12135	PCR Intellectual Property Law Firm	CJ CHEILJEDANG CORPORATION	Registered
1-2022-05918	Lê Trung Hiếu	IP/PR12134	PCR Intellectual Property Law Firm	CJ CHEILJEDANG CORPORATION	Registered
1-2022-06261	Nguyễn Hậu Sinh	IP/PR12133	Industrie De Nora S.p.A.	INDUSTRIE DE NORA S.P.A. 	Registered
1-2022-06064	Phạm Thị Cúc - IP	IP/PR12132	Spruson & Ferguson (Asia) Pte Ltd	Nokia Technologies Oy 	Registered
1-2022-06388	Nguyễn Ngọc Yến	IP/PR12131	Spruson & Ferguson (Asia) Pte Ltd	C4 THERAPEUTICS, INC. 	Abandoned
1-2022-05798	Nguyễn Thùy Dương	IP/PR12130	Spruson & Ferguson (Asia) Pte Ltd	ADAMA MAKHTESHIM LTD.	Examined
1-2022-07488	Ngô Thu Hà	IP/PR12129	Spruson & Ferguson (Asia) Pte Ltd	PURATOS 	Abandoned
1-2022-05651	Lê Quang Hải	IP/PR12128	Spruson & Ferguson (Asia) Pte Ltd	NOKIA TECHNOLOGIES OY	Abandoned
1-2022-05873	Trần Ngọc Quang	IP/PR12127	Spruson & Ferguson (Asia) Pte Ltd	Nokia Technologies Oy	Registered
1-2022-07051	Nguyễn Hậu Sinh	IP/PR12126	Hiraki & Associates	"MIE UNIVERSITY
 DAIICHI SANKYO COMPANY, LIMITED"	Registered
1-2022-05958	Nguyễn Thu Trang	IP/PR12125	Spruson & Ferguson (Asia) Pte Ltd	Genentech, Inc. 	Registered
1-2022-07145	Phạm Hiếu Thắng	IP/PR12124	NGB Corporation	DIC CORPORATION	Registered
1-2022-05993	Nguyễn Ngọc Hà My	IP/PR12123	Spruson & Ferguson (Asia) Pte Ltd	SOLUGEN, INC.	Examined
1-2022-06066	Lê Thị Hồng	IP/PR12122	Yusarn Audrey LLC	"ENVISION DIGITAL INTERNATIONAL PTE. LTD. 
 SHANGHAI ENVISION DIGITAL CO., LTD.  "	Registered
1-2022-05751	Nguyễn Phi Long	IP/PR12121	Spruson & Ferguson (Asia) Pte Ltd	Nokia Technologies Oy	Abandoned
1-2022-05652	Lê Trung Hiếu	IP/PR12120	Spruson & Ferguson (Asia) Pte Ltd	Globalforce IP Limited	Abandoned
1-2022-06503	Nguyễn Thị Thanh Hoài	IP/PR12119	Spruson & Ferguson (Asia) Pte Ltd	JANSSEN BIOTECH, INC	Abandoned
1-2022-06148	Nguyễn Vũ Nam	IP/PR12118	Dana Patent Law Firm	SEAANKOREA CO., LTD.	Requested
1-2022-06350	Nguyễn Phi Long	IP/PR12117	NGB Corporation	DIC CORPORATION	Abandoned
1-2022-08182	Nguyễn Thị Thanh Hoài	IP/PR12116	F. Hoffmann - La Roche AG	F. HOFFMANN-LA ROCHE AG	Abandoned
1-2022-05685	Trần Ngọc Quang	IP/PR12115	Spruson & Ferguson (Asia) Pte Ltd	Nokia Technologies Oy	Registered
1-2022-05623	Phạm Thị Cúc - IP	IP/PR12114/DV	Spruson & Ferguson (Asia) Pte Ltd	"NATIONAL UNIVERSITY CORPORATION HOKKAIDO UNIVERSITY
 MAEZAWA INDUSTRIES, INC."	Allowed
17/965,093	Nguyễn Thùy Dương	IP/PR12113/US	Tập đoàn Vingroup - Công ty CP	VINBRAIN JOINT STOCK COMPANY 	Abandoned
17/965,084	Nguyễn Thùy Dương	IP/PR12112/US	NVIDIA Vietnam Company Limited	VINBRAIN JOINT STOCK COMPANY 	Registered
1-2022-05547	Nguyễn Hậu Sinh	IP/PR12111/DV	Spruson & Ferguson (Asia) Pte Ltd	Takeda Pharmaceutical Company Limited	Abandoned
1-2022-07146	Nguyễn Thùy Linh	IP/PR12110	QUINN IP LAW	NIKE INNOVATE C.V.	Abandoned
1-2022-05720	Ngô Thị Phương Hoa	IP/PR12109	Arjomand Law Group, PLLC	"Michael H Panosian
 Joshua M Keeler"	Registered
1-2022-05624	Lê Thị Hồng	IP/PR12108	KORYO IP & LAW	ROZETATECH CO., LTD. 	Registered
1-2022-06763	Nguyễn Ngọc Yến	IP/PR12107	WisePlus IP Firm	SUNTORY HOLDINGS LIMITED	Abandoned
	Nguyễn Thị Thu Hiền	IP/PR12106	CÔNG TY CỔ PHẦN GIẢI PHÁP NĂNG LƯỢNG XANH VINEG	CÔNG TY CỔ PHẦN GIẢI PHÁP NĂNG LƯỢNG VINES 	Abandoned
1-2023-02576	Nguyễn Hoàng Anh	IP/PR12105	CÔNG TY CỔ PHẦN GIẢI PHÁP NĂNG LƯỢNG XANH VINEG	CÔNG TY CỔ PHẦN GIẢI PHÁP NĂNG LƯỢNG XANH VINEG	Requested
	Nguyễn Thị Thu Hiền	IP/PR12104	CÔNG TY CỔ PHẦN GIẢI PHÁP NĂNG LƯỢNG XANH VINEG	CÔNG TY CỔ PHẦN GIẢI PHÁP NĂNG LƯỢNG VINES 	Abandoned
1-2023-01607	Lê Quang Hải	IP/PR12103	CÔNG TY CỔ PHẦN GIẢI PHÁP NĂNG LƯỢNG XANH VINEG	CÔNG TY CỔ PHẦN GIẢI PHÁP NĂNG LƯỢNG XANH VINEG	Examined
1-2022-08688	Lê Quang Hải	IP/PR12102	CÔNG TY CỔ PHẦN GIẢI PHÁP NĂNG LƯỢNG XANH VINEG	CÔNG TY CỔ PHẦN GIẢI PHÁP NĂNG LƯỢNG XANH VINEG	Examined
	Nguyễn Thị Thu Hiền	IP/PR12101	CÔNG TY CỔ PHẦN GIẢI PHÁP NĂNG LƯỢNG XANH VINEG	CÔNG TY CỔ PHẦN GIẢI PHÁP NĂNG LƯỢNG VINES 	Abandoned
1-2022-05990	Nguyễn Thị Mỹ Hương	IP/PR12100	Spruson & Ferguson (Asia) Pte Ltd	TOPSOE A/S	Registered
1-2022-06139	Lê Nguyệt Hạ Phượng	IP/PR12099	Spruson & Ferguson (Asia) Pte Ltd	TOPSOE A/S	Registered
1-2022-06184	Ngô Thu Hà	IP/PR12098	Lee & Ko IP	LG CHEM, LTD.	Registered
1-2022-06176	Phạm Thị Cúc - IP	IP/PR12097	NOKIA TECHNOLOGIES OY	NOKIA TECHNOLOGIES OY	Registered
1-2022-06222	Lê Trung Hiếu	IP/PR12096	MAEKAWA INTELLECTUAL PROPERTY OFFICE	ECO-PORK CO., LTD.	Registered
1-2022-07202	Trần Thị Thanh Giang	IP/PR12095	Y.P. Lee, Mock & Partners	SAMSUNG ELECTRONICS CO., LTD.	Registered
1-2022-06185	Nguyễn Hậu Sinh	IP/PR12094	Spruson & Ferguson (Asia) Pte Ltd	Genentech, Inc.	Examined
1-2022-08476	Nguyễn Phi Long	IP/PR12093	InvenSync Intellectual Property Group	GIGALANE CO.,LTD. 	Registered
1-2022-06346	Lê Trung Hiếu	IP/PR12092	HANGANG IP Law Firm	INNOVATIVE TECHNOLOGY LAB CO., LTD.	Allowed
1-2022-06441	Lê Quang Hải	IP/PR12091	YKI Intellectual Property Attorneys	ORGANO CORPORATION	Registered
1-2022-06423	Trần Ngọc Quang	IP/PR12090	Grünecker Patent- und Rechtsanwälte PartG mbB	Sato Holdings Kabushiki Kaisha 	Abandoned
1-2022-06641	Ngô Thị Phương Hoa	IP/PR12089	Y.P. Lee, Mock & Partners	APR CO., LTD.	Examined
1-2022-06092	Phạm Hiếu Thắng	IP/PR12088	Spruson & Ferguson (Asia) Pte Ltd	BASF SE	Abandoned
1-2022-06223	Nguyễn Ngọc Hà My	IP/PR12087	Spruson & Ferguson (Asia) Pte Ltd	TAKEDA PHARMACEUTICAL COMPANY LIMITED	Abandoned
1-2022-05499	Nguyễn Thị Mỹ Hương	IP/PR12086/DV	Spruson & Ferguson (Asia) Pte Ltd	NOKIA TECHNOLOGIES OY 	Registered
1-2022-05796	Ngô Thu Hà	IP/PR12085	Spruson & Ferguson (Asia) Pte Ltd	Otsuka Pharmaceutical Co., Ltd.	Refused
1-2022-06882	Nguyễn Hoàng Anh	IP/PR12084	Taiyo, Nakajima & Kato	SHINDENGEN ELECTRIC MANUFACTURING CO., LTD.	Registered
1-2022-06923	Nguyễn Thị Thanh Hoài	IP/PR12083	MESSER SE & CO. KGAA	"MESSER FRANCE S.A.S.
 MESSER SE & CO. KGAA"	Registered
1-2022-05425	Nguyễn Phi Long	IP/PR12082	Spruson & Ferguson (Asia) Pte Ltd	Nokia Solutions And Networks Oy 	Registered
1-2022-05913	Phạm Thị Cúc - IP	IP/PR12081	HUAWEI TECHNOLOGIES CO., LTD.	HUAWEI TECHNOLOGIES CO., LTD. 	Abandoned
1-2022-06705	Lê Quang Hải	IP/PR12080	YKI Intellectual Property Attorneys	ORGANO CORPORATION	Registered
1-2021-01545	Lê Quang Hải	IP/PR12079/CDD	Fulwider Patton LLP	MEDICAL BEAM LABORATORIES, LLC	Abandoned
1-2022-06145	Nguyễn Thu Trang	IP/PR12078	Y. P. LEE, MOCK & PARTNERS	APR CO., LTD.	Registered
1-2022-05464	Lê Nguyệt Hạ Phượng	IP/PR12077	Spruson & Ferguson (Asia) Pte Ltd	ARELAC, INC.	Registered
1-2022-05654	Nguyễn Phi Long	IP/PR12076	Sagacious IP	Honda Motor Co., Ltd.	Requested
1-2022-06353	Lê Thị Hồng	IP/PR12075	C&S Patent and Law Office	POSCO	Registered
1-2022-05554	Trần Thị Thanh Giang	IP/PR12074	DCC Advanz Malaysia Sdn Bhd	ASHLEY FURNITURE INDUSTRIES, LLC	Allowed
1-2022-05394	Lê Trung Hiếu	IP/PR12073	Viering, Jentschura & Partner LLP	FIN2B INC.	Abandoned
1-2022-06175	Nguyễn Thị Sao Mai	IP/PR12072	Spruson & Ferguson (Asia) Pte Ltd	ATEA PHARMACEUTICALS, INC.	Abandoned
1-2022-05462	Nguyễn Ngọc Hà My	IP/PR12071	Spruson & Ferguson (Asia) Pte Ltd	THERAVANCE BIOPHARMA R&D IP, LLC	Abandoned
1-2022-05320	Nguyễn Thùy Linh	IP/PR12070	Spruson & Ferguson (Asia) Pte Ltd	OLA ELECTRIC MOBILITY B.V.	Abandoned
1-2022-05494	Nguyễn Thị Thái	IP/PR12069	HUAWEI TECHNOLOGIES CO., LTD.	HUAWEI TECHNOLOGIES CO., LTD. 	Abandoned
1-2022-05544	Nguyễn Phi Long	IP/PR12068	MIZUKI Intellectual Property Attorneys	EBARA ENVIRONMENTAL PLANT CO., LTD.	Registered
1-2022-05992	Lê Quang Hải	IP/PR12067	Manmin IP & Law Firm	KIM, Min Soo	Abandoned
1-2022-05322	Ngô Thị Phương Hoa	IP/PR12066	Spruson & Ferguson (Asia) Pte Ltd	Spark Therapeutics, Inc.	Examined
1-2022-05957	Lã Quỳnh Nga	IP/PR12065	HUAWEI TECHNOLOGIES CO., LTD.	HUAWEI TECHNOLOGIES CO., LTD. 	Registered
1-2022-07648	Lã Thị Bích Ngọc	IP/PR12064	SHOOK, HARDY & BACON, LLP	NIKE INNOVATE C.V.	Abandoned
2-2022-00359	Nguyễn Vũ Nam	IP/PR12063	Bilim Patent	ONIN, Mustafa	Abandoned
1-2022-06095	Nguyễn Thị Sao Mai	IP/PR12062	Spruson & Ferguson (Asia) Pte Ltd	GENENTECH, INC. 	Allowed
1-2022-05463	Lê Thị Hồng	IP/PR12061	KORYO IP & LAW	SAMSUNG DISPLAY CO., LTD.	Requested
1-2022-05321	Phạm Hiếu Thắng	IP/PR12060	Spruson & Ferguson (Asia) Pte Ltd	Heineken Supply Chain B.V.	Registered
1-2022-06181	Lã Quỳnh Nga	IP/PR12059	HUAWEI TECHNOLOGIES CO., LTD.	HUAWEI TECHNOLOGIES CO., LTD. 	Registered
1-2022-06311	Nguyễn Thùy Dương	IP/PR12058	Spruson & Ferguson (Asia) Pte Ltd	Regeneron Pharmaceuticals, Inc.	Registered
1-2024-01719	Nguyễn Thùy Linh	IP/PR12057	IPPLUS Patent Office	Lin, Hsin-Yung	Examined
1-2022-05919	Lã Thị Bích Ngọc	IP/PR12056	Spruson & Ferguson (Asia) Pte Ltd	AMGEN INC.	Examined
1-2022-05318	Nguyễn Vũ Nam	IP/PR12055	Spruson & Ferguson (Asia) Pte Ltd	OLA ELECTRIC MOBILITY B.V.	Abandoned
1-2022-06183	Nguyễn Ngọc Hà My	IP/PR12054	NGB Corporation	DIC CORPORATION	Registered
1-2022-06768	Nguyễn Thu Trang	IP/PR12053	FPA Patent Attorneys	ARCUS BIOSCIENCES, INC.	Examined
1-2022-05797	Nguyễn Thị Thái	IP/PR12052	Spruson & Ferguson (Asia) Pte Ltd	NOKIA TECHNOLOGIES OY	Allowed
1-2022-05424	Trần Thị Thanh Giang	IP/PR12051	Spruson & Ferguson (Asia) Pte Ltd	BASF SE 	Examined
1-2022-05186	Nguyễn Phi Long	IP/PR12050	King & Wood	TECHTRONIC CORDLESS GP	Registered
1-2022-05391	Nguyễn Thị Sao Mai	IP/PR12049	Spruson & Ferguson (Asia) Pte Ltd	BASF SE	Abandoned
1-2022-06347	Nguyễn Ngọc Yến	IP/PR12048	YOU ME PATENT & LAW FIRM	DONG-A ST CO., LTD.	Examined
1-2022-06218	Nguyễn Ngọc Yến	IP/PR12047	YOU ME PATENT & LAW FIRM	DONG-A ST CO., LTD.	Allowed
1-2022-06147	Ngô Thị Phương Hoa	IP/PR12046	Spruson & Ferguson (Asia) Pte Ltd	BASF SE	Examined
1-2022-05154	Nguyễn Phi Long	IP/PR12045	Spruson & Ferguson (Asia) Pte Ltd	SENJU METAL INDUSTRY CO., LTD.	Registered
1-2022-05621	Phạm Thị Cúc - IP	IP/PR12044	Spruson & Ferguson (Asia) Pte Ltd	NOKIA TECHNOLOGIES OY	Registered
1-2022-05620	Phạm Thị Cúc - IP	IP/PR12043	Spruson & Ferguson (Asia) Pte Ltd	NOKIA TECHNOLOGIES OY	Registered
1-2022-05552	Phạm Thị Cúc - IP	IP/PR12042	Spruson & Ferguson (Asia) Pte Ltd	NOKIA TECHNOLOGIES OY	Registered
1-2023-00119	Lã Quỳnh Nga	IP/PR12041	Spruson & Ferguson (Asia) Pte Ltd	ANDRITZ INC.	Abandoned
1-2022-06065	Nguyễn Thùy Dương	IP/PR12040	ALTACIT GLOBAL	LAKSHMI RING TRAVELLERS (COIMBATORE) PRIVATE LIMITED	Registered
1-2022-05844	Lê Quang Hải	IP/PR12039	QUS International Patent & Law Firm	WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC.	Registered
1-2022-05156	Lê Trung Hiếu	IP/PR12038	Spruson & Ferguson (Asia) Pte Ltd	SENJU METAL INDUSTRY CO., LTD.	Registered
1-2022-05546	Phạm Hiếu Thắng	IP/PR12037	Spruson & Ferguson (Asia) Pte Ltd	PROSLIDE TECHNOLOGY INC.	Abandoned
1-2022-05267	Phạm Thị Cúc - IP	IP/PR12036	Spruson & Ferguson (Asia) Pte Ltd	WESTROCK PACKAGING SYSTEMS, LLC 	Abandoned
1-2022-05085	Phạm Hiếu Thắng	IP/PR12035	King & Wood	Techtronic Cordless GP	Registered
1-2022-05397	Nguyễn Vũ Nam	IP/PR12034	Spruson & Ferguson (Asia) Pte Ltd	Senju Metal Industry Co., Ltd.	Registered
1-2022-05234	Trần Thị Thanh Giang	IP/PR12033	Spruson & Ferguson (Asia) Pte Ltd	CHEVRON U.S.A. INC.	Abandoned
1-2022-05184	Nguyễn Thị Mỹ Hương	IP/PR12032	PAPULA-NEVINPAT	WD RACING OY	Abandoned
1-2022-05176	Nguyễn Ngọc Hà My	IP/PR12031	PAPULA-NEVINPAT	WD RACING OY	Abandoned
1-2022-05721	Nguyễn Thị Sao Mai	IP/PR12030	FPA Patent Attorneys	GASHERBRUM BIO, INC.	Examined
1-2022-06351	Nguyễn Thùy Linh	IP/PR12029	Spruson & Ferguson (Asia) Pte Ltd	SENJU METAL INDUSTRY CO., LTD. 	Registered
1-2022-05118	Lê Trung Hiếu	IP/PR12028	Spruson & Ferguson (Asia) Pte Ltd	TECHTRONIC FLOOR CARE TECHNOLOGY LIMITED	Registered
2-2022-00382	Nguyễn Thị Thái	IP/PR12027	King & Wood	Techtronic Cordless GP	Examined
1-2022-05619	Nguyễn Vũ Nam	IP/PR12026	Michalski · Hüttermann & Partner Patentanwälte mbB	AKZENTA PANEELE + PROFILE GMBH	Registered
1-2022-07549	Nguyễn Hoàng Anh	IP/PR12025	Palmo Patent Firm, p.c.	MITSUBISHI ELECTRIC CORPORATION	Registered
1-2022-07592	Nguyễn Hoàng Anh	IP/PR12024	Kisa Patent & Trademark Firm	MITSUBISHI ELECTRIC CORPORATION	Registered
1-2022-05233	Nguyễn Thị Sao Mai	IP/PR12023	Kuantum Patent Inc	"HABERDAR, Aslan Yavuz
 LASKAVYI, Vladislav "	Abandoned
1-2022-05368	Nguyễn Hậu Sinh	IP/PR12022	Intellectual Property Group PnB	DAESANG CORPORATION	Registered
1-2022-05498	Nguyễn Thị Mỹ Hương	IP/PR12021	Spruson & Ferguson (Asia) Pte Ltd	Merck Sharp & Dohme LLC	Abandoned
1-2022-05275	Lê Thị Hồng	IP/PR12020	Spruson & Ferguson (Asia) Pte Ltd	Grabtaxi Holdings Pte. Ltd. 	Examined
1-2022-05426	Nguyễn Thùy Dương	IP/PR12019	Spruson & Ferguson (Asia) Pte Ltd	BASF SE	Registered
1-2022-05608	Nguyễn Thị Thanh Hoài	IP/PR12018	Spruson & Ferguson (Asia) Pte Ltd	Alnylam Pharmaceuticals, Inc.	Examined
1-2022-05625	Lã Quỳnh Nga	IP/PR12017	HUAWEI TECHNOLOGIES CO., LTD.	HUAWEI TECHNOLOGIES CO., LTD. 	Registered
1-2022-05311	Nguyễn Thị Thái	IP/PR12016	MAEDA & PARTNERS	DAIKIN INDUSTRIES, LTD.	Registered
1-2022-05274	Ngô Thị Phương Hoa	IP/PR12015	Spruson & Ferguson (Asia) Pte Ltd	BASF SE	Abandoned
1-2018-05966	Nguyễn Ngọc Yến	IP/PR12014/CDD	Spruson & Ferguson (Asia) Pte Ltd	Regeneron Pharmaceuticals, Inc.	Abandoned
1-2022-05056	Lê Nguyệt Hạ Phượng	IP/PR12013	Spruson & Ferguson (Asia) Pte Ltd	KEMIN INDUSTRIES, INC.	Registered
1-2022-05390	Trần Thị Thanh Giang	IP/PR12012	Spruson & Ferguson (Asia) Pte Ltd	NOKIA TECHNOLOGIES OY	Allowed
1-2022-05339	Nguyễn Thu Trang	IP/PR12011	Dana Patent Law Firm	STI CO., LTD.	Registered
1-2022-05496	Nguyễn Ngọc Yến	IP/PR12010	Michalski · Hüttermann & Partner Patentanwälte mbB	FIBERBOARD GMBH	Registered
1-2022-05022	Nguyễn Phi Long	IP/PR12009	Spruson & Ferguson (Asia) Pte Ltd	ITT MANUFACTURING ENTERPRISES LLC	Abandoned
1-2022-05057	Trần Thị Hà	IP/PR12008/DV	Spruson & Ferguson (Asia) Pte Ltd	OJI HOLDINGS CORPORATION	Registered
1-2022-05954	Phạm Hiếu Thắng	IP/PR12007	Fulwider  Patton LLP (Intellectual Property Law)	LONE GULL HOLDINGS, LTD.	Examined
1-2022-07523	Nguyễn Hoàng Anh	IP/PR12006	Kisa Patent & Trademark Firm	MITSUBISHI ELECTRIC CORPORATION	Registered
1-2022-05155	Nguyễn Thị Thanh Hoài	IP/PR12005	Green International Patent & Law Office	"NOBLEBIO CO., LTD.
 NOBLE M&B CO., LTD."	Abandoned
1-2022-05323	Nguyễn Thị Sao Mai	IP/PR12004	Spruson & Ferguson (Asia) Pte Ltd	Regeneron Pharmaceuticals, Inc.	Examined
1-2022-06431	Nguyễn Vũ Nam	IP/PR12003	ORIENT INTELLECTUAL PROPERTY ATTORNEYS	United Jumbo Co., LTD. 	Abandoned
1-2021-04835	Phạm Hiếu Thắng	IP/PR12002/CDD	Patrade A/S	LINDBERG A/S	Registered
1-2019-01325	Phạm Hiếu Thắng	IP/PR12001/CDD	Patrade A/S	LINDBERG A/S	Registered
	Lê Nguyệt Hạ Phượng	IP/PR12000	Pizzeys Patent and Trademark Attorneys	NANOEAR CORPORATION, INC. 	Abandoned
1-2022-05497	Nguyễn Thùy Linh	IP/PR11999	21st Century Patent & Law Firm	Samsung Display Co., Ltd.	Requested
1-2022-05461	Lê Thị Hồng	IP/PR11998	HANGANG IP Law Firm	INNOVATIVE TECHNOLOGY LAB CO., LTD	Examined
1-2022-05718	Lã Thị Bích Ngọc	IP/PR11997	SHOOK, HARDY & BACON, LLP	NIKE INNOVATE C.V.	Abandoned
1-2022-05719	Lã Thị Bích Ngọc	IP/PR11996	SHOOK, HARDY & BACON, LLP	NIKE INNOVATE C.V. 	Abandoned
1-2022-05150	Lê Quang Hải	IP/PR11995	Spruson & Ferguson (Asia) Pte Ltd	ZTE CORPORATION 	Registered
1-2022-06919	Nguyễn Thùy Linh	IP/PR11994	QUINN IP LAW	NIKE INNOVATE C.V.	Abandoned
1-2022-05367	Lê Trung Hiếu	IP/PR11993	Viering, Jentschura & Partner LLP	"AULTON NEW ENERGY AUTOMOTIVE TECHNOLOGY GROUP
 SHANGHAI DIANBA NEW ENERGY TECHNOLOGY CO., LTD."	Registered
